,user_id,test_group,created_order_in_3_days,order_sum,geo_group,marketing_group
7086,1060795,test,0,,msk,organic
19767,1010629,control,1,6814.0,msk,context_brand
11865,1047799,control,0,,regions,target_direct
31556,1109689,test,0,,regions,target_direct
7320,1006969,control,0,,msk,target_direct
6185,1000864,control,1,7450.0,msk,organic
32345,1118662,test,0,,regions,social_media
26,1081318,test,1,14104.0,spb,target_direct
25904,1056391,control,0,,regions,social_media
27424,1068859,test,0,,msk,target_direct
31272,1029838,control,1,6228.0,regions,organic
21168,1108903,test,1,5120.0,regions,target_direct
1476,1014088,control,0,,spb,organic
28659,1106383,test,0,,regions,target_direct
17870,1004383,control,1,50.0,msk,target_direct
14560,1055668,control,0,,regions,context_brand
31072,1102663,test,0,,regions,target_direct
2644,1106731,test,0,,regions,target_direct
2993,1030081,control,1,4599.0,regions,organic
29189,1064932,test,0,,msk,target_direct
28848,1034272,control,0,,regions,organic
8151,1016773,control,0,,spb,target_direct
14399,1013917,control,0,,spb,organic
8509,1083037,test,0,,spb,social_media
22169,1087606,test,1,2200.0,regions,organic
35526,1083616,test,0,,spb,social_media
14268,1097587,test,0,,regions,target_direct
587,1081249,test,0,,spb,target_direct
4694,1103431,test,0,,regions,target_direct
534,1115791,test,0,,regions,context_brand
40075,1021672,control,0,,spb,context_brand
17253,1083076,test,0,,spb,social_media
8804,1098595,test,0,,regions,target_direct
26869,1052950,control,0,,regions,context_brand
7198,1039741,control,0,,regions,target_direct
24189,1072480,test,1,5384.543994413408,msk,social_media
2272,1031092,control,0,,regions,organic
24995,1088842,test,1,5384.543994413408,regions,organic
2104,1081570,test,0,,spb,context_brand
21953,1070737,test,0,,msk,context_brand
29751,1046590,control,0,,regions,target_direct
35574,1005823,control,0,,msk,target_direct
5382,1007320,control,1,5139.0,msk,target_direct
3575,1029355,control,1,5061.0,regions,organic
2904,1086226,test,0,,regions,organic
18278,1078600,test,0,,spb,target_direct
28637,1034605,control,0,,regions,organic
14810,1030324,control,0,,regions,organic
34476,1022845,control,1,11140.0,spb,social_media
28517,1023334,control,0,,spb,social_media
236,1090663,test,0,,regions,organic
24839,1060828,test,1,7556.0,msk,organic
434,1005088,control,0,,msk,target_direct
2802,1106257,test,0,,regions,target_direct
32142,1032583,control,0,,regions,organic
34269,1028269,control,1,6758.0,regions,organic
16863,1097176,test,0,,regions,target_direct
8898,1103908,test,0,,regions,target_direct
21490,1093048,test,0,,regions,organic
16387,1099546,test,0,,regions,target_direct
14179,1003558,control,1,13776.0,msk,organic
1388,1056832,control,0,,regions,social_media
39433,1059907,control,1,4102.0,regions,social_media
5901,1119361,test,0,,regions,social_media
31568,1090780,test,0,,regions,organic
36782,1096951,test,0,,regions,target_direct
16768,1068043,test,1,250.0,msk,target_direct
7657,1022950,control,0,,spb,social_media
23975,1018942,control,1,5235.0,spb,target_direct
30276,1019578,control,0,,spb,target_direct
17687,1103071,test,1,250.0,regions,target_direct
2612,1092589,test,0,,regions,organic
36949,1045990,control,1,3195.0,regions,target_direct
30558,1049068,control,1,50.0,regions,target_direct
24813,1099774,test,1,5384.543994413408,regions,target_direct
29553,1089484,test,1,2200.0,regions,organic
40041,1058302,control,0,,regions,social_media
21691,1116466,test,1,2471.0,regions,social_media
33250,1061176,test,0,,msk,organic
28182,1108291,test,0,,regions,target_direct
20403,1010746,control,1,7589.0,msk,context_brand
37388,1014517,control,1,2000.0,spb,organic
38260,1091974,test,0,,regions,organic
28208,1084648,test,1,9082.0,regions,organic
34390,1082788,test,0,,spb,social_media
37298,1025161,control,0,,regions,organic
19137,1052302,control,0,,regions,context_brand
17925,1120453,test,0,,regions,social_media
30576,1118575,test,0,,regions,social_media
16737,1051522,control,1,10388.0,regions,target_direct
25596,1019860,control,0,,spb,target_direct
5203,1098313,test,0,,regions,target_direct
33438,1009834,control,1,50.0,msk,target_direct
27179,1017028,control,0,,spb,target_direct
18662,1010404,control,1,7347.0,msk,context_brand
35553,1055548,control,0,,regions,context_brand
37231,1088527,test,0,,regions,organic
27677,1086586,test,0,,regions,organic
499,1040494,control,0,,regions,target_direct
26509,1061212,test,1,12456.0,msk,organic
15668,1024654,control,0,,regions,organic
33887,1001293,control,0,,msk,organic
38504,1074607,test,0,,spb,organic
1364,1018084,control,0,,spb,target_direct
33981,1007500,control,0,,msk,target_direct
20855,1045216,control,0,,regions,target_direct
2754,1072831,test,0,,msk,social_media
12683,1044838,control,0,,regions,target_direct
9462,1003213,control,1,13578.0,msk,organic
32229,1026799,control,0,,regions,organic
23056,1068607,test,1,5403.0,msk,target_direct
16718,1062532,test,1,7820.0,msk,organic
32113,1014754,control,1,7334.0,spb,organic
6793,1008109,control,0,,msk,target_direct
31541,1063480,test,1,2200.0,msk,organic
1231,1022428,control,0,,spb,social_media
24590,1040425,control,0,,regions,target_direct
29887,1088434,test,1,5301.0,regions,organic
24865,1010833,control,0,,msk,context_brand
25711,1062718,test,1,7285.0,msk,organic
35475,1097512,test,0,,regions,target_direct
20684,1005484,control,1,11358.0,msk,target_direct
35994,1041874,control,0,,regions,target_direct
28106,1060399,control,0,,regions,social_media
23386,1020685,control,0,,spb,target_direct
11791,1094371,test,1,2200.0,regions,organic
22199,1112881,test,0,,regions,context_brand
6224,1085569,test,0,,regions,organic
37383,1096621,test,0,,regions,target_direct
23944,1012792,control,1,5268.0,msk,social_media
27446,1024330,control,0,,regions,organic
23897,1115371,test,0,,regions,context_brand
15150,1007455,control,1,50.0,msk,target_direct
6805,1068124,test,0,,msk,target_direct
10559,1044202,control,0,,regions,target_direct
5577,1068136,test,0,,msk,target_direct
19512,1075069,test,0,,spb,organic
18698,1024762,control,1,6968.0,regions,organic
33133,1036876,control,0,,regions,target_direct
9961,1099858,test,0,,regions,target_direct
31670,1046149,control,0,,regions,target_direct
32631,1105759,test,0,,regions,target_direct
39743,1078267,test,0,,spb,target_direct
26673,1113400,test,0,,regions,context_brand
35588,1087867,test,0,,regions,organic
36396,1095835,test,0,,regions,target_direct
13600,1065256,test,0,,msk,target_direct
35862,1040821,control,0,,regions,target_direct
33786,1045099,control,1,50.0,regions,target_direct
9508,1064032,test,1,2200.0,msk,organic
37996,1064989,test,0,,msk,target_direct
12026,1008526,control,0,,msk,target_direct
21254,1036030,control,1,3179.0,regions,target_direct
22040,1040953,control,1,3164.0,regions,target_direct
22396,1108495,test,1,250.0,regions,target_direct
39779,1078537,test,1,5591.0,spb,target_direct
3187,1117990,test,0,,regions,social_media
21574,1020475,control,0,,spb,target_direct
14091,1032265,control,0,,regions,organic
29614,1082617,test,0,,spb,social_media
29246,1093894,test,0,,regions,organic
26955,1055575,control,1,1600.0,regions,context_brand
37097,1097326,test,0,,regions,target_direct
13182,1003486,control,1,2000.0,msk,organic
33218,1016971,control,0,,spb,target_direct
19152,1057408,control,0,,regions,social_media
16581,1086532,test,0,,regions,organic
220,1118401,test,0,,regions,social_media
13175,1050361,control,1,50.0,regions,target_direct
36878,1001824,control,0,,msk,organic
10343,1030939,control,0,,regions,organic
9948,1015024,control,0,,spb,organic
22373,1018249,control,0,,spb,target_direct
7191,1006369,control,0,,msk,target_direct
14871,1006165,control,0,,msk,target_direct
10,1097887,test,0,,regions,target_direct
31018,1027711,control,0,,regions,organic
37492,1063534,test,1,8191.0,msk,organic
3804,1110994,test,0,,regions,target_direct
14943,1051585,control,0,,regions,target_direct
23974,1026685,control,0,,regions,organic
24116,1027021,control,1,2000.0,regions,organic
36024,1039105,control,0,,regions,target_direct
29488,1032274,control,0,,regions,organic
354,1030387,control,0,,regions,organic
5959,1070926,test,0,,msk,context_brand
31686,1105975,test,0,,regions,target_direct
12279,1076149,test,1,6794.0,spb,organic
8001,1105582,test,0,,regions,target_direct
32819,1038355,control,0,,regions,target_direct
28934,1086460,test,1,6150.0,regions,organic
8404,1007218,control,1,50.0,msk,target_direct
23531,1001650,control,0,,msk,organic
22259,1021429,control,0,,spb,context_brand
4217,1058221,control,0,,regions,social_media
34040,1080211,test,0,,spb,target_direct
8521,1058023,control,0,,regions,social_media
21050,1010296,control,1,7399.0,msk,context_brand
38537,1075948,test,0,,spb,organic
26285,1081294,test,0,,spb,target_direct
39869,1091059,test,0,,regions,organic
36415,1076686,test,1,11398.0,spb,organic
1505,1084384,test,0,,regions,organic
2073,1071139,test,0,,msk,context_brand
32760,1060135,control,0,,regions,social_media
28107,1076698,test,1,5350.0,spb,target_direct
4641,1069363,test,0,,msk,target_direct
28520,1029862,control,0,,regions,organic
10103,1044403,control,0,,regions,target_direct
29151,1070530,test,0,,msk,target_direct
20623,1032556,control,0,,regions,organic
7275,1095331,test,0,,regions,target_direct
3271,1062364,test,0,,msk,organic
36913,1092127,test,1,2200.0,regions,organic
17012,1018981,control,0,,spb,target_direct
1271,1111066,test,0,,regions,target_direct
30245,1032478,control,0,,regions,organic
2015,1085623,test,1,6374.0,regions,organic
4471,1014409,control,1,16523.0,spb,organic
25661,1002151,control,1,2000.0,msk,organic
1938,1052551,control,0,,regions,context_brand
37610,1102249,test,0,,regions,target_direct
29269,1028452,control,1,2000.0,regions,organic
977,1023454,control,0,,spb,social_media
38007,1011373,control,0,,msk,context_brand
38201,1027576,control,1,6204.0,regions,organic
37480,1043923,control,1,6191.0,regions,target_direct
25209,1116643,test,1,5384.543994413408,regions,social_media
38692,1001032,control,0,,msk,organic
1583,1100698,test,0,,regions,target_direct
11133,1088578,test,0,,regions,organic
35695,1073248,test,1,400.0,msk,social_media
22615,1027705,control,0,,regions,organic
23088,1076992,test,1,15520.0,spb,target_direct
32601,1119682,test,1,400.0,regions,social_media
25769,1018147,control,0,,spb,target_direct
862,1052215,control,0,,regions,context_brand
24100,1025509,control,0,,regions,organic
5398,1007266,control,0,,msk,target_direct
22740,1098931,test,1,250.0,regions,target_direct
8229,1059247,control,1,200.0,regions,social_media
26046,1061923,test,0,,msk,organic
23506,1084882,test,1,5111.0,regions,organic
6023,1031443,control,0,,regions,organic
13943,1085632,test,0,,regions,organic
5874,1087594,test,0,,regions,organic
32238,1086583,test,1,6040.0,regions,organic
28915,1022209,control,1,1600.0,spb,context_brand
11523,1112131,test,0,,regions,context_brand
39846,1046587,control,0,,regions,target_direct
13605,1020235,control,1,50.0,spb,target_direct
16545,1009912,control,0,,msk,target_direct
27116,1112326,test,0,,regions,context_brand
19783,1003564,control,1,2000.0,msk,organic
12429,1091377,test,0,,regions,organic
34410,1110937,test,0,,regions,target_direct
6971,1108582,test,0,,regions,target_direct
5750,1059136,control,0,,regions,social_media
25036,1022812,control,0,,spb,social_media
2533,1054465,control,0,,regions,context_brand
23747,1055578,control,1,4299.0,regions,context_brand
18688,1063801,test,0,,msk,organic
4568,1043509,control,1,8840.0,regions,target_direct
21047,1022932,control,0,,spb,social_media
20853,1108207,test,0,,regions,target_direct
23538,1029184,control,1,5246.0,regions,organic
35211,1090792,test,0,,regions,organic
9452,1110913,test,1,7297.0,regions,target_direct
1386,1119220,test,0,,regions,social_media
14539,1045669,control,1,50.0,regions,target_direct
35050,1062517,test,0,,msk,organic
21459,1042894,control,1,3118.0,regions,target_direct
38166,1070965,test,1,1800.0,msk,context_brand
39069,1007224,control,1,50.0,msk,target_direct
29545,1073944,test,0,,spb,organic
38039,1002049,control,1,2000.0,msk,organic
34202,1055971,control,0,,regions,context_brand
11188,1120501,test,0,,regions,social_media
24396,1093825,test,1,5384.543994413408,regions,organic
32017,1005709,control,0,,msk,target_direct
7845,1029376,control,0,,regions,organic
21720,1116541,test,0,,regions,social_media
24945,1095190,test,1,4900.0,regions,target_direct
18973,1006732,control,0,,msk,target_direct
12557,1065847,test,1,250.0,msk,target_direct
25566,1115323,test,0,,regions,context_brand
35277,1062070,test,1,2200.0,msk,organic
38982,1117654,test,0,,regions,social_media
27717,1109269,test,0,,regions,target_direct
3870,1114756,test,0,,regions,context_brand
14245,1073806,test,1,2200.0,spb,organic
37974,1013818,control,1,7072.0,spb,organic
39370,1001803,control,0,,msk,organic
14687,1000075,control,0,,msk,organic
37241,1009048,control,0,,msk,target_direct
21788,1041046,control,1,3282.0,regions,target_direct
15856,1119763,test,0,,regions,social_media
39432,1094305,test,0,,regions,organic
19307,1031137,control,0,,regions,organic
32398,1051957,control,0,,regions,target_direct
20953,1076695,test,1,250.0,spb,target_direct
2928,1045081,control,1,50.0,regions,target_direct
1662,1008025,control,0,,msk,target_direct
6352,1069171,test,0,,msk,target_direct
32598,1119349,test,1,400.0,regions,social_media
11824,1081114,test,1,5468.0,spb,target_direct
31021,1036885,control,0,,regions,target_direct
14397,1118815,test,0,,regions,social_media
5742,1038658,control,0,,regions,target_direct
5531,1069207,test,0,,msk,target_direct
7991,1010944,control,0,,msk,context_brand
32224,1117066,test,0,,regions,social_media
20847,1095883,test,1,8762.0,regions,target_direct
36887,1109167,test,0,,regions,target_direct
37844,1046821,control,0,,regions,target_direct
333,1032109,control,1,10007.0,regions,organic
29121,1046983,control,1,50.0,regions,target_direct
32913,1088482,test,1,5512.0,regions,organic
647,1080778,test,0,,spb,target_direct
5626,1012570,control,0,,msk,social_media
27711,1082041,test,1,6806.0,spb,context_brand
9645,1063246,test,0,,msk,organic
30354,1109224,test,0,,regions,target_direct
2505,1054768,control,0,,regions,context_brand
27567,1016104,control,0,,spb,organic
4460,1081885,test,0,,spb,context_brand
15068,1013950,control,0,,spb,organic
20151,1088500,test,0,,regions,organic
35148,1035430,control,1,50.0,regions,target_direct
28745,1088215,test,0,,regions,organic
26051,1077283,test,1,4817.0,spb,target_direct
28088,1075303,test,0,,spb,organic
35841,1045438,control,0,,regions,target_direct
16734,1052968,control,1,7198.0,regions,context_brand
5858,1081378,test,1,17331.0,spb,context_brand
37672,1044751,control,0,,regions,target_direct
26342,1120276,test,1,2541.0,regions,social_media
17950,1092838,test,0,,regions,organic
13419,1077679,test,0,,spb,target_direct
4810,1094083,test,0,,regions,organic
26100,1006924,control,0,,msk,target_direct
19388,1048138,control,0,,regions,target_direct
13258,1012918,control,1,200.0,msk,social_media
38731,1036807,control,1,3267.0,regions,target_direct
8944,1097752,test,0,,regions,target_direct
21498,1118845,test,0,,regions,social_media
30036,1057612,control,0,,regions,social_media
4499,1035514,control,0,,regions,target_direct
24115,1112215,test,1,5384.543994413408,regions,context_brand
39766,1119424,test,0,,regions,social_media
18061,1120138,test,0,,regions,social_media
7200,1017703,control,0,,spb,target_direct
26314,1005364,control,0,,msk,target_direct
14093,1072888,test,0,,msk,social_media
11472,1058770,control,0,,regions,social_media
4083,1037377,control,1,50.0,regions,target_direct
9398,1019215,control,0,,spb,target_direct
34010,1106827,test,0,,regions,target_direct
1337,1098034,test,1,250.0,regions,target_direct
7102,1091875,test,0,,regions,organic
37414,1048933,control,0,,regions,target_direct
417,1063186,test,0,,msk,organic
21750,1089661,test,0,,regions,organic
17321,1079398,test,0,,spb,target_direct
22194,1032511,control,1,5175.0,regions,organic
16946,1063723,test,0,,msk,organic
22431,1051693,control,0,,regions,target_direct
6303,1111909,test,0,,regions,target_direct
30973,1040959,control,0,,regions,target_direct
27722,1090285,test,0,,regions,organic
22211,1011439,control,1,1600.0,msk,context_brand
5771,1002709,control,0,,msk,organic
35331,1068835,test,0,,msk,target_direct
10502,1004887,control,0,,msk,target_direct
35760,1074778,test,0,,spb,organic
20404,1063891,test,1,7560.0,msk,organic
28418,1061254,test,0,,msk,organic
6834,1102603,test,0,,regions,target_direct
7517,1069045,test,0,,msk,target_direct
15619,1047583,control,0,,regions,target_direct
20509,1043395,control,0,,regions,target_direct
31908,1061836,test,1,2200.0,msk,organic
31136,1030561,control,0,,regions,organic
8133,1081738,test,1,1800.0,spb,context_brand
8828,1104319,test,0,,regions,target_direct
12035,1120264,test,0,,regions,social_media
16080,1058200,control,0,,regions,social_media
36662,1019983,control,1,50.0,spb,target_direct
2597,1120279,test,1,400.0,regions,social_media
21576,1057414,control,0,,regions,social_media
32236,1088665,test,0,,regions,organic
28702,1002997,control,1,13370.0,msk,organic
33764,1024912,control,1,12548.0,regions,organic
6119,1099360,test,0,,regions,target_direct
38072,1072879,test,1,6142.0,msk,social_media
7746,1108663,test,0,,regions,target_direct
1078,1099666,test,1,5574.0,regions,target_direct
22246,1118131,test,0,,regions,social_media
3242,1004710,control,0,,msk,target_direct
16980,1028320,control,0,,regions,organic
32997,1022101,control,0,,spb,context_brand
19520,1044073,control,0,,regions,target_direct
17397,1118896,test,0,,regions,social_media
17768,1103074,test,0,,regions,target_direct
24361,1080646,test,1,5384.543994413408,spb,target_direct
36304,1114822,test,0,,regions,context_brand
15438,1065193,test,0,,msk,target_direct
6132,1111885,test,0,,regions,target_direct
35029,1046521,control,0,,regions,target_direct
18438,1024759,control,0,,regions,organic
33933,1033168,control,0,,regions,organic
26618,1089949,test,0,,regions,organic
8906,1107205,test,1,250.0,regions,target_direct
35849,1021192,control,1,5311.0,spb,target_direct
18793,1039804,control,0,,regions,target_direct
8195,1054822,control,0,,regions,context_brand
27283,1099810,test,0,,regions,target_direct
4099,1040731,control,0,,regions,target_direct
33911,1105426,test,0,,regions,target_direct
31723,1078246,test,0,,spb,target_direct
16451,1094707,test,0,,regions,organic
31718,1081687,test,1,1800.0,spb,context_brand
28707,1057903,control,0,,regions,social_media
34291,1083040,test,0,,spb,social_media
19351,1116685,test,1,7000.0,regions,social_media
26810,1066051,test,0,,msk,target_direct
15494,1068670,test,1,6172.0,msk,target_direct
11367,1119829,test,0,,regions,social_media
1663,1112308,test,0,,regions,context_brand
32518,1105255,test,0,,regions,target_direct
4523,1045342,control,0,,regions,target_direct
24962,1087171,test,1,5384.543994413408,regions,organic
1303,1006564,control,0,,msk,target_direct
27268,1118029,test,0,,regions,social_media
8568,1040290,control,1,3765.0,regions,target_direct
21789,1064644,test,0,,msk,target_direct
16534,1077148,test,0,,spb,target_direct
24986,1021315,control,0,,spb,context_brand
23554,1048621,control,0,,regions,target_direct
20568,1081027,test,0,,spb,target_direct
25108,1081435,test,1,5384.543994413408,spb,context_brand
3591,1095997,test,0,,regions,target_direct
24146,1057552,control,0,,regions,social_media
32827,1094458,test,1,7188.0,regions,organic
28590,1006870,control,1,10382.0,msk,target_direct
4322,1106146,test,0,,regions,target_direct
15681,1004521,control,0,,msk,target_direct
22249,1061146,test,0,,msk,organic
17281,1045549,control,0,,regions,target_direct
28752,1026433,control,0,,regions,organic
29112,1043881,control,0,,regions,target_direct
13945,1056298,control,0,,regions,social_media
35866,1085416,test,0,,regions,organic
28931,1069786,test,0,,msk,target_direct
18959,1016938,control,1,9480.0,spb,target_direct
15175,1119514,test,0,,regions,social_media
30657,1105111,test,0,,regions,target_direct
40014,1018297,control,1,50.0,spb,target_direct
21004,1060561,control,0,,regions,social_media
12075,1062961,test,0,,msk,organic
34077,1006774,control,1,50.0,msk,target_direct
12811,1079080,test,0,,spb,target_direct
13316,1096114,test,0,,regions,target_direct
4410,1018348,control,1,5089.0,spb,target_direct
35979,1041946,control,0,,regions,target_direct
32968,1064371,test,0,,msk,organic
22517,1037254,control,0,,regions,target_direct
36167,1100461,test,0,,regions,target_direct
3282,1100407,test,0,,regions,target_direct
17570,1048285,control,1,5328.0,regions,target_direct
16448,1008556,control,0,,msk,target_direct
29821,1036444,control,0,,regions,target_direct
37344,1081414,test,1,6413.0,spb,context_brand
35818,1101412,test,0,,regions,target_direct
5054,1069108,test,0,,msk,target_direct
4698,1069852,test,0,,msk,target_direct
33569,1062403,test,0,,msk,organic
10619,1022650,control,0,,spb,social_media
39672,1042918,control,1,50.0,regions,target_direct
6385,1053724,control,0,,regions,context_brand
13373,1112344,test,0,,regions,context_brand
36477,1031467,control,0,,regions,organic
27006,1101214,test,0,,regions,target_direct
33805,1061566,test,0,,msk,organic
9167,1106398,test,0,,regions,target_direct
9404,1056643,control,0,,regions,social_media
6248,1013053,control,0,,msk,social_media
32778,1037644,control,1,3515.0,regions,target_direct
19311,1105381,test,0,,regions,target_direct
29867,1028335,control,0,,regions,organic
23272,1041226,control,0,,regions,target_direct
4524,1059016,control,0,,regions,social_media
29262,1058260,control,0,,regions,social_media
9560,1028782,control,0,,regions,organic
26471,1105273,test,1,250.0,regions,target_direct
37510,1017052,control,0,,spb,target_direct
2797,1001389,control,0,,msk,organic
30339,1118572,test,0,,regions,social_media
40134,1064290,test,0,,msk,organic
23117,1090474,test,0,,regions,organic
10693,1079167,test,0,,spb,target_direct
4350,1094737,test,0,,regions,organic
18015,1103959,test,1,3952.0,regions,target_direct
17463,1078540,test,0,,spb,target_direct
20769,1046914,control,0,,regions,target_direct
29742,1093393,test,0,,regions,organic
39907,1108282,test,1,3744.0,regions,target_direct
15858,1110469,test,0,,regions,target_direct
32205,1047079,control,1,6628.0,regions,target_direct
9878,1060543,control,0,,regions,social_media
1242,1000354,control,1,13596.0,msk,organic
19110,1044835,control,0,,regions,target_direct
33960,1005157,control,1,5760.0,msk,target_direct
30212,1086487,test,0,,regions,organic
9683,1036909,control,1,2257.0,regions,target_direct
22182,1103758,test,0,,regions,target_direct
25593,1117027,test,0,,regions,social_media
468,1024090,control,0,,regions,organic
3966,1110919,test,0,,regions,target_direct
31851,1072678,test,0,,msk,social_media
1686,1069963,test,1,5642.0,msk,target_direct
28630,1083838,test,0,,regions,organic
39071,1015003,control,0,,spb,organic
17362,1066609,test,0,,msk,target_direct
9012,1071577,test,0,,msk,context_brand
36296,1068571,test,0,,msk,target_direct
38938,1008886,control,1,50.0,msk,target_direct
39156,1063081,test,0,,msk,organic
16707,1030399,control,0,,regions,organic
9550,1069039,test,1,5742.0,msk,target_direct
21796,1003408,control,0,,msk,organic
30505,1001563,control,1,13748.0,msk,organic
15049,1052158,control,0,,regions,context_brand
20,1078312,test,0,,spb,target_direct
21812,1006975,control,1,50.0,msk,target_direct
3676,1107019,test,0,,regions,target_direct
11564,1071919,test,0,,msk,context_brand
23092,1039927,control,0,,regions,target_direct
4792,1085692,test,0,,regions,organic
15984,1110811,test,1,4125.0,regions,target_direct
30023,1059736,control,0,,regions,social_media
8259,1032826,control,1,2000.0,regions,organic
16487,1003759,control,0,,msk,organic
30326,1044916,control,0,,regions,target_direct
9124,1119112,test,0,,regions,social_media
2298,1027996,control,0,,regions,organic
8140,1031176,control,0,,regions,organic
4946,1048765,control,0,,regions,target_direct
16940,1095466,test,1,7471.0,regions,target_direct
24453,1033540,control,0,,regions,organic
11463,1116451,test,0,,regions,social_media
32284,1091683,test,0,,regions,organic
38672,1087054,test,1,2200.0,regions,organic
32178,1113634,test,1,9442.0,regions,context_brand
26385,1007089,control,1,50.0,msk,target_direct
14874,1059628,control,0,,regions,social_media
14466,1105693,test,0,,regions,target_direct
25184,1020619,control,0,,spb,target_direct
31753,1047115,control,0,,regions,target_direct
30198,1006495,control,0,,msk,target_direct
5140,1008460,control,0,,msk,target_direct
28673,1105054,test,0,,regions,target_direct
9916,1115701,test,1,3912.0,regions,context_brand
28217,1061458,test,0,,msk,organic
21645,1009765,control,0,,msk,target_direct
34777,1005319,control,0,,msk,target_direct
38236,1028479,control,0,,regions,organic
24687,1016398,control,1,6929.0,spb,organic
24765,1019938,control,1,9282.0,spb,target_direct
24083,1035973,control,0,,regions,target_direct
6370,1026307,control,0,,regions,organic
25346,1025053,control,0,,regions,organic
30094,1077760,test,1,5315.0,spb,target_direct
23417,1042114,control,0,,regions,target_direct
19233,1034728,control,0,,regions,organic
15059,1026415,control,0,,regions,organic
11624,1010716,control,1,1600.0,msk,context_brand
34554,1061482,test,0,,msk,organic
19873,1023496,control,1,200.0,spb,social_media
37092,1064893,test,0,,msk,target_direct
13255,1097926,test,0,,regions,target_direct
26812,1035283,control,0,,regions,target_direct
40107,1035421,control,1,50.0,regions,target_direct
20395,1065073,test,0,,msk,target_direct
12222,1075735,test,0,,spb,organic
23648,1058380,control,0,,regions,social_media
29541,1027645,control,0,,regions,organic
14143,1002748,control,1,2000.0,msk,organic
2742,1106182,test,0,,regions,target_direct
32950,1057807,control,0,,regions,social_media
28540,1075600,test,0,,spb,organic
27779,1113304,test,0,,regions,context_brand
2145,1029121,control,0,,regions,organic
13644,1058974,control,0,,regions,social_media
24061,1034905,control,0,,regions,organic
29854,1036255,control,0,,regions,target_direct
38180,1054321,control,0,,regions,context_brand
16317,1061524,test,1,7239.0,msk,organic
32492,1008643,control,1,50.0,msk,target_direct
36693,1026211,control,0,,regions,organic
29592,1053328,control,1,4273.0,regions,context_brand
17079,1100290,test,0,,regions,target_direct
2914,1099108,test,0,,regions,target_direct
21654,1043194,control,0,,regions,target_direct
30030,1103569,test,0,,regions,target_direct
33337,1102381,test,0,,regions,target_direct
5829,1024984,control,0,,regions,organic
3809,1036768,control,0,,regions,target_direct
26256,1004770,control,0,,msk,target_direct
32880,1048369,control,0,,regions,target_direct
10723,1031692,control,0,,regions,organic
34070,1011271,control,1,11636.0,msk,context_brand
28579,1109056,test,1,3511.0,regions,target_direct
2172,1026637,control,1,5299.0,regions,organic
35895,1047628,control,0,,regions,target_direct
3668,1055155,control,0,,regions,context_brand
24565,1045567,control,0,,regions,target_direct
16261,1100473,test,0,,regions,target_direct
28722,1060093,control,0,,regions,social_media
13715,1052731,control,0,,regions,context_brand
38946,1049707,control,0,,regions,target_direct
31769,1019722,control,1,19586.0,spb,target_direct
24493,1047817,control,1,6671.0,regions,target_direct
31376,1072381,test,1,6243.0,msk,social_media
39844,1089373,test,0,,regions,organic
40196,1033510,control,1,2000.0,regions,organic
27672,1104112,test,1,250.0,regions,target_direct
25061,1072843,test,1,5384.543994413408,msk,social_media
28991,1008625,control,0,,msk,target_direct
10938,1016170,control,1,2000.0,spb,organic
16855,1002223,control,1,13236.0,msk,organic
18964,1028872,control,1,2000.0,regions,organic
13808,1026556,control,0,,regions,organic
1282,1002643,control,0,,msk,organic
35652,1089694,test,0,,regions,organic
25418,1081828,test,1,1800.0,spb,context_brand
40181,1007068,control,0,,msk,target_direct
17787,1017481,control,0,,spb,target_direct
38535,1115734,test,0,,regions,context_brand
36619,1074877,test,0,,spb,organic
27858,1011532,control,0,,msk,context_brand
2485,1046248,control,0,,regions,target_direct
766,1077130,test,1,250.0,spb,target_direct
8593,1108060,test,0,,regions,target_direct
11779,1049923,control,0,,regions,target_direct
31251,1110526,test,0,,regions,target_direct
28930,1097053,test,0,,regions,target_direct
7271,1073884,test,1,7469.0,spb,organic
17912,1040533,control,0,,regions,target_direct
18612,1010467,control,1,6816.0,msk,context_brand
9162,1110646,test,0,,regions,target_direct
12886,1044541,control,1,5128.0,regions,target_direct
26754,1017919,control,0,,spb,target_direct
36144,1042282,control,1,2864.0,regions,target_direct
32237,1014691,control,0,,spb,organic
4632,1116361,test,0,,regions,social_media
25176,1064833,test,1,10944.0,msk,target_direct
17404,1021723,control,1,12442.0,spb,context_brand
16460,1102309,test,1,3000.0,regions,target_direct
1802,1006738,control,1,5679.0,msk,target_direct
1155,1107295,test,0,,regions,target_direct
789,1043869,control,1,4110.0,regions,target_direct
31796,1096741,test,1,2620.0,regions,target_direct
30019,1012717,control,0,,msk,social_media
4476,1012666,control,0,,msk,social_media
6116,1020688,control,0,,spb,target_direct
23258,1023550,control,1,200.0,spb,social_media
17611,1009120,control,0,,msk,target_direct
15729,1079602,test,1,4903.0,spb,target_direct
17569,1011196,control,1,11892.0,msk,context_brand
20365,1061800,test,1,8066.0,msk,organic
19061,1017142,control,0,,spb,target_direct
29705,1118449,test,0,,regions,social_media
14206,1018339,control,0,,spb,target_direct
2274,1091053,test,0,,regions,organic
28682,1029442,control,0,,regions,organic
419,1096855,test,0,,regions,target_direct
11043,1091284,test,0,,regions,organic
4188,1015492,control,1,2000.0,spb,organic
1960,1043980,control,0,,regions,target_direct
17820,1009000,control,0,,msk,target_direct
36764,1060750,test,1,13994.0,msk,organic
22684,1120042,test,0,,regions,social_media
867,1082971,test,0,,spb,social_media
